match_id,player_a,player_b,a_role,winner,a_score,elo_a_after,elo_b_after
495,IQL,Random,thief,cop,0,1716.9,1373.7
496,IQL,Random,thief,thief,1,1720.8,1369.8
497,IQL,Random,thief,thief,1,1724.6,1366.1
498,IQL,Random,thief,thief,1,1728.2,1362.5
499,IQL,Random,thief,thief,1,1731.7,1359.0
500,IQL,Random,thief,thief,1,1735.0,1355.6
501,Random,MADDPG,cop,thief,0,1353.1,1787.1
502,Random,MADDPG,cop,thief,0,1350.7,1789.5
503,Random,MADDPG,cop,thief,0,1348.3,1791.9
504,Random,MADDPG,cop,thief,0,1346.0,1794.2
505,Random,MADDPG,cop,thief,0,1343.8,1796.5
506,Random,MADDPG,cop,thief,0,1341.6,1798.7
507,Random,MADDPG,cop,thief,0,1339.4,1800.8
508,Random,MADDPG,cop,thief,0,1337.3,1802.9
509,Random,MADDPG,cop,thief,0,1335.3,1805.0
510,Random,MADDPG,cop,thief,0,1333.3,1807.0
511,Random,MADDPG,thief,cop,0,1331.3,1808.9
512,Random,MADDPG,thief,cop,0,1329.4,1810.9
513,Random,MADDPG,thief,cop,0,1327.5,1812.8
514,Random,MADDPG,thief,cop,0,1325.6,1814.6
515,Random,MADDPG,thief,cop,0,1323.8,1816.4
516,Random,MADDPG,thief,cop,0,1322.1,1818.2
517,Random,MADDPG,thief,cop,0,1320.3,1819.9
518,Random,MADDPG,thief,cop,0,1318.6,1821.6
519,Random,MADDPG,thief,cop,0,1316.9,1823.3
520,Random,MADDPG,thief,cop,0,1315.3,1824.9
521,Random,QMIX,cop,thief,0,1299.3,1331.3
522,Random,QMIX,cop,thief,0,1284.8,1345.8
523,Random,QMIX,cop,thief,0,1271.5,1359.0
524,Random,QMIX,cop,thief,0,1259.5,1371.1
525,Random,QMIX,cop,thief,0,1248.5,1382.1
526,Random,QMIX,cop,thief,0,1238.3,1392.2
527,Random,QMIX,cop,thief,0,1229.0,1401.6
528,Random,QMIX,cop,thief,0,1220.3,1410.2
529,Random,QMIX,cop,thief,0,1212.3,1418.3
530,Random,QMIX,cop,thief,0,1204.8,1425.7
531,Random,QMIX,thief,thief,1,1229.8,1400.8
532,Random,QMIX,thief,thief,1,1253.1,1377.5
533,Random,QMIX,thief,thief,1,1274.6,1356.0
534,Random,QMIX,thief,thief,1,1294.3,1336.3
535,Random,QMIX,thief,thief,1,1312.2,1318.4
536,Random,QMIX,thief,thief,1,1328.5,1302.1
537,Random,QMIX,thief,cop,0,1311.3,1319.3
538,Random,QMIX,thief,thief,1,1327.6,1302.9
539,Random,QMIX,thief,thief,1,1342.5,1288.1
540,Random,QMIX,thief,thief,1,1356.0,1274.5
541,Random,QPLEX,cop,thief,0,1341.4,1401.6
542,Random,QPLEX,cop,thief,0,1328.2,1414.8
543,Random,QPLEX,cop,thief,0,1316.1,1426.9
544,Random,QPLEX,cop,thief,0,1305.0,1438.0
545,Random,QPLEX,cop,thief,0,1294.9,1448.1
546,Random,QPLEX,cop,thief,0,1285.5,1457.5
547,Random,QPLEX,cop,thief,0,1276.8,1466.2
548,Random,QPLEX,cop,thief,0,1268.8,1474.2
549,Random,QPLEX,cop,thief,0,1261.3,1481.7
550,Random,QPLEX,cop,thief,0,1254.3,1488.8
551,Random,QPLEX,thief,thief,1,1279.7,1463.3
552,Random,QPLEX,thief,thief,1,1303.4,1439.6
553,Random,QPLEX,thief,thief,1,1325.4,1417.6
554,Random,QPLEX,thief,thief,1,1345.5,1397.5
555,Random,QPLEX,thief,thief,1,1363.9,1379.1
556,Random,QPLEX,thief,thief,1,1380.6,1362.4
557,Random,QPLEX,thief,thief,1,1395.8,1347.2
558,Random,QPLEX,thief,thief,1,1409.5,1333.5
559,Random,QPLEX,thief,thief,1,1422.1,1320.9
560,Random,QPLEX,thief,thief,1,1433.6,1309.4
561,Random,VDN,cop,cop,1,1449.1,1407.0
562,Random,VDN,cop,thief,0,1431.1,1424.9
563,Random,VDN,cop,cop,1,1446.8,1409.2
564,Random,VDN,cop,thief,0,1429.1,1426.9
565,Random,VDN,cop,thief,0,1413.0,1443.0
566,Random,VDN,cop,thief,0,1398.4,1457.7
567,Random,VDN,cop,thief,0,1385.1,1471.0
568,Random,VDN,cop,cop,1,1405.0,1451.1
569,Random,VDN,cop,thief,0,1391.1,1465.0
570,Random,VDN,cop,cop,1,1410.4,1445.6
571,Random,VDN,thief,thief,1,1428.1,1428.0
572,Random,VDN,thief,cop,0,1412.1,1444.0
573,Random,VDN,thief,thief,1,1429.5,1426.5
574,Random,VDN,thief,thief,1,1445.4,1410.7
575,Random,VDN,thief,thief,1,1459.8,1396.3
576,Random,VDN,thief,thief,1,1472.9,1383.2
577,Random,VDN,thief,thief,1,1484.9,1371.2
578,Random,VDN,thief,thief,1,1495.8,1360.3
579,Random,VDN,thief,cop,0,1473.9,1382.2
580,Random,VDN,thief,thief,1,1485.7,1370.3
581,Random,IQL,cop,thief,0,1479.6,1741.2
582,Random,IQL,cop,thief,0,1473.8,1747.0
583,Random,IQL,cop,thief,0,1468.3,1752.5
584,Random,IQL,cop,thief,0,1463.1,1757.7
585,Random,IQL,cop,thief,0,1458.1,1762.6
586,Random,IQL,cop,cop,1,1485.4,1735.4
587,Random,IQL,cop,thief,0,1479.2,1741.5
588,Random,IQL,cop,thief,0,1473.4,1747.3
589,Random,IQL,cop,thief,0,1468.0,1752.8
590,Random,IQL,cop,thief,0,1462.8,1758.0
591,Random,IQL,thief,cop,0,1457.8,1762.9
592,Random,IQL,thief,cop,0,1453.1,1767.6
593,Random,IQL,thief,cop,0,1448.6,1772.1
594,Random,IQL,thief,cop,0,1444.3,1776.4
595,Random,IQL,thief,cop,0,1440.2,1780.6
596,Random,IQL,thief,cop,0,1436.2,1784.5
597,Random,IQL,thief,cop,0,1432.4,1788.3
598,Random,IQL,thief,cop,0,1428.8,1792.0
599,Random,IQL,thief,cop,0,1425.3,1795.5
600,Random,IQL,thief,cop,0,1421.9,1798.9
